Pera Peric 0/1/@/@/@
Pera Peric 1/2/@/@/@
Pera Peric 2/3/@/@/@
Pera Peric 3/4/@/@/@
Pera Peric 4/5/@/@/@
Pera Peric 5/6/@/@/@
Pera Peric 6/7/@/@/@
Pera Peric 7/8/@/@/@
Pera Peric 8/1/@/@/@
Pera Peric 9/2/@/@/@
Pera Peric 10/3/@/@/@
Pera Peric 11/4/@/@/@
Pera Peric 12/5/@/@/@
Pera Peric 13/6/@/@/@
Pera Peric 14/7/@/@/@
Pera Peric 15/8/@/@/@
Pera Peric 16/1/@/@/@
Pera Peric 17/2/@/@/@
Pera Peric 18/3/@/@/@
Pera Peric 19/4/@/@/@
Pera Peric 20/5/@/@/@
Pera Peric 21/6/@/@/@
Pera Peric 22/7/@/@/@
Pera Peric 23/8/@/@/@
Pera Peric 24/1/@/@/@
Pera Peric 25/2/@/@/@
Pera Peric 26/3/@/@/@
Pera Peric 27/4/@/@/@
Pera Peric 28/5/@/@/@
Pera Peric 29/6/@/@/@
Pera Peric 30/7/@/@/@
Pera Peric 31/8/@/@/@
Pera Peric 32/1/@/@/@
Pera Peric 33/2/@/@/@
Pera Peric 34/3/@/@/@
Pera Peric 35/4/@/@/@
Pera Peric 36/5/@/@/@
Pera Peric 37/6/@/@/@
Pera Peric 38/7/@/@/@
Pera Peric 39/8/@/@/@
Pera Peric 40/1/@/@/@
Pera Peric 41/2/@/@/@
Pera Peric 42/3/@/@/@
Pera Peric 43/4/@/@/@
Pera Peric 44/5/@/@/@
Pera Peric 45/6/@/@/@
Pera Peric 46/7/@/@/@
Pera Peric 47/8/@/@/@
Pera Peric 48/1/@/@/@
Pera Peric 49/2/@/@/@
Pera Peric 50/3/@/@/@
Pera Peric 51/4/@/@/@
Pera Peric 52/5/@/@/@
Pera Peric 53/6/@/@/@
Pera Peric 54/7/@/@/@
Pera Peric 55/8/@/@/@
Pera Peric 56/1/@/@/@
Pera Peric 57/2/@/@/@
Pera Peric 58/3/@/@/@
Pera Peric 59/4/@/@/@
Pera Peric 60/5/@/@/@
Pera Peric 61/6/@/@/@
Pera Peric 62/7/@/@/@
Pera Peric 63/8/@/@/@
Pera Peric 64/1/@/@/@
Pera Peric 65/2/@/@/@
Pera Peric 66/3/@/@/@
Pera Peric 67/4/@/@/@
Pera Peric 68/5/@/@/@
Pera Peric 69/6/@/@/@
Pera Peric 70/7/@/@/@
Pera Peric 71/8/@/@/@
Pera Peric 72/1/@/@/@
Pera Peric 73/2/@/@/@
Pera Peric 74/3/@/@/@
Pera Peric 75/4/@/@/@
Pera Peric 76/5/@/@/@
Pera Peric 77/6/@/@/@
Pera Peric 78/7/@/@/@
Pera Peric 79/8/@/@/@
Pera Peric 80/1/@/@/@
Pera Peric 81/2/@/@/@
Pera Peric 82/3/@/@/@
Pera Peric 83/4/@/@/@
Pera Peric 84/5/@/@/@
Pera Peric 85/6/@/@/@
Pera Peric 86/7/@/@/@
Pera Peric 87/8/@/@/@
Pera Peric 88/1/@/@/@
Pera Peric 89/2/@/@/@
Pera Peric 90/3/@/@/@
Pera Peric 91/4/@/@/@
Pera Peric 92/5/@/@/@
Pera Peric 93/6/@/@/@
Pera Peric 94/7/@/@/@
Pera Peric 95/8/@/@/@
Pera Peric 96/1/@/@/@
Pera Peric 97/2/@/@/@
Pera Peric 98/3/@/@/@
Pera Peric 99/4/@/@/@
Pera Peric 100/5/@/@/@
Pera Peric 101/6/@/@/@
Pera Peric 102/7/@/@/@
Pera Peric 103/8/@/@/@
Pera Peric 104/1/@/@/@
Pera Peric 105/2/@/@/@
Pera Peric 106/3/@/@/@
Pera Peric 107/4/@/@/@
Pera Peric 108/5/@/@/@
Pera Peric 109/6/@/@/@
Pera Peric 110/7/@/@/@
Pera Peric 111/8/@/@/@
Pera Peric 112/1/@/@/@
Pera Peric 113/2/@/@/@
Pera Peric 114/3/@/@/@
Pera Peric 115/4/@/@/@
Pera Peric 116/5/@/@/@
Pera Peric 117/6/@/@/@
Pera Peric 118/7/@/@/@
Pera Peric 119/8/@/@/@
Pera Peric 120/1/@/@/@
Pera Peric 121/2/@/@/@
Pera Peric 122/3/@/@/@
Pera Peric 123/4/@/@/@
Pera Peric 124/5/@/@/@
Pera Peric 125/6/@/@/@
Pera Peric 126/7/@/@/@
Pera Peric 127/8/@/@/@
Pera Peric 128/1/@/@/@
Pera Peric 129/2/@/@/@
Pera Peric 130/3/@/@/@
Pera Peric 131/4/@/@/@
Pera Peric 132/5/@/@/@
Pera Peric 133/6/@/@/@
Pera Peric 134/7/@/@/@
Pera Peric 135/8/@/@/@
Pera Peric 136/1/@/@/@
Pera Peric 137/2/@/@/@
Pera Peric 138/3/@/@/@
Pera Peric 139/4/@/@/@
Pera Peric 140/5/@/@/@
Pera Peric 141/6/@/@/@
Pera Peric 142/7/@/@/@
Pera Peric 143/8/@/@/@
Pera Peric 144/1/@/@/@
Pera Peric 145/2/@/@/@
Pera Peric 146/3/@/@/@
Pera Peric 147/4/@/@/@
Pera Peric 148/5/@/@/@
Pera Peric 149/6/@/@/@
Pera Peric 150/7/@/@/@
Pera Peric 151/8/@/@/@
Pera Peric 152/1/@/@/@
Pera Peric 153/2/@/@/@
Pera Peric 154/3/@/@/@
Pera Peric 155/4/@/@/@
Pera Peric 156/5/@/@/@
Pera Peric 157/6/@/@/@
Pera Peric 158/7/@/@/@
Pera Peric 159/8/@/@/@
Pera Peric 160/1/@/@/@
Pera Peric 161/2/@/@/@
Pera Peric 162/3/@/@/@
Pera Peric 163/4/@/@/@
Pera Peric 164/5/@/@/@
Pera Peric 165/6/@/@/@
Pera Peric 166/7/@/@/@
Pera Peric 167/8/@/@/@
Pera Peric 168/1/@/@/@
Pera Peric 169/2/@/@/@
Pera Peric 170/3/@/@/@
Pera Peric 171/4/@/@/@
Pera Peric 172/5/@/@/@
Pera Peric 173/6/@/@/@
Pera Peric 174/7/@/@/@
Pera Peric 175/8/@/@/@
Pera Peric 176/1/@/@/@
Pera Peric 177/2/@/@/@
Pera Peric 178/3/@/@/@
Pera Peric 179/4/@/@/@
Pera Peric 180/5/@/@/@
Pera Peric 181/6/@/@/@
Pera Peric 182/7/@/@/@
Pera Peric 183/8/@/@/@
Pera Peric 184/1/@/@/@
Pera Peric 185/2/@/@/@
Pera Peric 186/3/@/@/@
Pera Peric 187/4/@/@/@
Pera Peric 188/5/@/@/@
Pera Peric 189/6/@/@/@
Pera Peric 190/7/@/@/@
Pera Peric 191/8/@/@/@
Pera Peric 192/1/@/@/@
Pera Peric 193/2/@/@/@
Pera Peric 194/3/@/@/@
Pera Peric 195/4/@/@/@
Pera Peric 196/5/@/@/@
Pera Peric 197/6/@/@/@
Pera Peric 198/7/@/@/@
Pera Peric 199/8/@/@/@
Pera Peric 200/1/@/@/@
Pera Peric 201/2/@/@/@
Pera Peric 202/3/@/@/@
Pera Peric 203/4/@/@/@
Pera Peric 204/5/@/@/@
Pera Peric 205/6/@/@/@
Pera Peric 206/7/@/@/@
